,pid,hid,freq,activity,seq,start time,end time,duration,zone
1814,12052000_12052000_18793,12052000_12052000_18793,,work,2,1900-01-01 08:24:34,1900-01-01 16:04:57,7:40:23,
1815,12052000_12052000_18793,12052000_12052000_18793,,home,3,1900-01-01 16:04:57,1900-01-02 00:00:00,7:55:03,
1816,12052000_12052000_18796,12052000_12052000_18796,,home,1,1900-01-01 00:00:00,1900-01-01 06:39:56,6:39:56,
1817,12052000_12052000_18796,12052000_12052000_18796,,work,2,1900-01-01 06:39:56,1900-01-01 15:01:13,8:21:17,
1818,12052000_12052000_18796,12052000_12052000_18796,,home,3,1900-01-01 15:01:13,1900-01-02 00:00:00,8:58:47,
1819,12052000_12052000_18798,12052000_12052000_18798,,home,1,1900-01-01 00:00:00,1900-01-01 08:36:32,8:36:32,
1820,12052000_12052000_18798,12052000_12052000_18798,,work,2,1900-01-01 08:47:10,1900-01-01 15:55:24,7:08:14,
1821,12052000_12052000_18798,12052000_12052000_18798,,home,3,1900-01-01 16:06:02,1900-01-01 17:01:24,0:55:22,
1822,12052000_12052000_18798,12052000_12052000_18798,,work,4,1900-01-01 17:01:24,1900-01-01 18:33:15,1:31:51,
1823,12052000_12052000_18798,12052000_12052000_18798,,home,5,1900-01-01 18:33:15,1900-01-02 00:00:00,5:26:45,
1824,12052000_12052000_18806,12052000_12052000_18806,,home,1,1900-01-01 00:00:00,1900-01-01 07:13:26,7:13:26,
1825,12052000_12052000_18806,12052000_12052000_18806,,work,2,1900-01-01 07:13:26,1900-01-01 07:55:15,0:41:49,
1826,12052000_12052000_18806,12052000_12052000_18806,,work,3,1900-01-01 07:55:15,1900-01-01 15:38:32,7:43:17,
1827,12052000_12052000_18806,12052000_12052000_18806,,work,4,1900-01-01 15:38:32,1900-01-01 16:08:24,0:29:52,
1828,12052000_12052000_18806,12052000_12052000_18806,,home,5,1900-01-01 16:08:24,1900-01-02 00:00:00,7:51:36,
1829,12052000_12052000_18811,12052000_12052000_18811,,home,1,1900-01-01 00:00:00,1900-01-01 06:18:51,6:18:51,
1830,12052000_12052000_18811,12052000_12052000_18811,,work,2,1900-01-01 06:18:51,1900-01-01 15:08:44,8:49:53,
1831,12052000_12052000_18811,12052000_12052000_18811,,home,3,1900-01-01 15:08:44,1900-01-02 00:00:00,8:51:16,
1832,12052000_12052000_18812,12052000_12052000_18812,,home,1,1900-01-01 00:00:00,1900-01-01 06:47:43,6:47:43,
1833,12052000_12052000_18812,12052000_12052000_18812,,work,2,1900-01-01 06:47:43,1900-01-01 14:37:51,7:50:08,
1834,12052000_12052000_18812,12052000_12052000_18812,,home,3,1900-01-01 14:37:51,1900-01-02 00:00:00,9:22:09,
1835,12052000_12052000_18841,12052000_12052000_18841,,home,1,1900-01-01 00:00:00,1900-01-01 07:41:31,7:41:31,
1836,12052000_12052000_18841,12052000_12052000_18841,,work,2,1900-01-01 07:41:31,1900-01-01 16:10:15,8:28:44,
1837,12052000_12052000_18841,12052000_12052000_18841,,home,3,1900-01-01 16:10:15,1900-01-02 00:00:00,7:49:45,
1838,12052000_12052000_18877,12052000_12052000_18877,,home,1,1900-01-01 00:00:00,1900-01-01 06:35:25,6:35:25,
1839,12052000_12052000_18877,12052000_12052000_18877,,work,2,1900-01-01 06:47:50,1900-01-01 07:10:20,0:22:30,
1840,12052000_12052000_18877,12052000_12052000_18877,,work,3,1900-01-01 07:10:20,1900-01-01 14:31:14,7:20:54,
1841,12052000_12052000_18877,12052000_12052000_18877,,work,4,1900-01-01 14:31:14,1900-01-01 15:26:29,0:55:15,
1842,12052000_12052000_18877,12052000_12052000_18877,,home,5,1900-01-01 15:38:54,1900-01-02 00:00:00,8:21:06,
1843,12052000_12052000_18896,12052000_12052000_18896,,home,1,1900-01-01 00:00:00,1900-01-01 07:03:03,7:03:03,
1844,12052000_12052000_18896,12052000_12052000_18896,,work,2,1900-01-01 07:03:03,1900-01-01 15:26:31,8:23:28,
1845,12052000_12052000_18896,12052000_12052000_18896,,home,3,1900-01-01 15:26:31,1900-01-02 00:00:00,8:33:29,
1846,12052000_12052000_18903,12052000_12052000_18903,,home,1,1900-01-01 00:00:00,1900-01-01 07:23:52,7:23:52,
1847,12052000_12052000_18903,12052000_12052000_18903,,work,2,1900-01-01 07:23:52,1900-01-01 14:58:27,7:34:35,
1848,12052000_12052000_18903,12052000_12052000_18903,,home,3,1900-01-01 14:58:27,1900-01-02 00:00:00,9:01:33,
1849,12052000_12052000_18911,12052000_12052000_18911,,home,1,1900-01-01 00:00:00,1900-01-01 07:14:58,7:14:58,
1850,12052000_12052000_18911,12052000_12052000_18911,,work,2,1900-01-01 07:28:45,1900-01-01 15:36:57,8:08:12,
1851,12052000_12052000_18911,12052000_12052000_18911,,home,3,1900-01-01 15:50:44,1900-01-02 00:00:00,8:09:16,
1852,12052000_12052000_18912,12052000_12052000_18912,,home,1,1900-01-01 00:00:00,1900-01-01 07:55:38,7:55:38,
1853,12052000_12052000_18912,12052000_12052000_18912,,work,2,1900-01-01 07:55:38,1900-01-01 14:36:04,6:40:26,
1854,12052000_12052000_18912,12052000_12052000_18912,,home,3,1900-01-01 14:36:04,1900-01-02 00:00:00,9:23:56,
1855,12052000_12052000_18916,12052000_12052000_18916,,home,1,1900-01-01 00:00:00,1900-01-01 08:27:29,8:27:29,
1856,12052000_12052000_18916,12052000_12052000_18916,,work,2,1900-01-01 08:27:29,1900-01-01 16:51:35,8:24:06,
1857,12052000_12052000_18916,12052000_12052000_18916,,home,3,1900-01-01 16:51:35,1900-01-02 00:00:00,7:08:25,
1858,12052000_12052000_18918,12052000_12052000_18918,,home,1,1900-01-01 00:00:00,1900-01-01 07:07:12,7:07:12,
1859,12052000_12052000_18918,12052000_12052000_18918,,work,2,1900-01-01 07:07:12,1900-01-01 15:19:23,8:12:11,
1860,12052000_12052000_18918,12052000_12052000_18918,,home,3,1900-01-01 15:19:23,1900-01-01 16:24:18,1:04:55,
1861,12052000_12052000_18918,12052000_12052000_18918,,work,4,1900-01-01 16:24:18,1900-01-01 18:17:58,1:53:40,
1862,12052000_12052000_18918,12052000_12052000_18918,,home,5,1900-01-01 18:33:39,1900-01-02 00:00:00,5:26:21,
1863,12052000_12052000_18927,12052000_12052000_18927,,home,1,1900-01-01 00:00:00,1900-01-01 06:44:34,6:44:34,
1864,12052000_12052000_18927,12052000_12052000_18927,,work,2,1900-01-01 06:44:34,1900-01-01 14:51:08,8:06:34,
1865,12052000_12052000_18927,12052000_12052000_18927,,home,3,1900-01-01 14:51:08,1900-01-02 00:00:00,9:08:52,
1866,12052000_12052000_18928,12052000_12052000_18928,,home,1,1900-01-01 00:00:00,1900-01-01 07:15:13,7:15:13,
1867,12052000_12052000_18928,12052000_12052000_18928,,work,2,1900-01-01 07:15:13,1900-01-01 15:20:19,8:05:06,
1868,12052000_12052000_18928,12052000_12052000_18928,,home,3,1900-01-01 15:20:19,1900-01-02 00:00:00,8:39:41,
1869,12052000_12052000_18941,12052000_12052000_18941,,home,1,1900-01-01 00:00:00,1900-01-01 07:27:44,7:27:44,
1870,12052000_12052000_18941,12052000_12052000_18941,,work,2,1900-01-01 07:27:44,1900-01-01 14:56:03,7:28:19,
1871,12052000_12052000_18941,12052000_12052000_18941,,home,3,1900-01-01 14:56:03,1900-01-01 16:41:29,1:45:26,
1872,12052000_12052000_18941,12052000_12052000_18941,,work,4,1900-01-01 16:41:29,1900-01-01 18:31:02,1:49:33,
1873,12052000_12052000_18941,12052000_12052000_18941,,home,5,1900-01-01 18:31:02,1900-01-02 00:00:00,5:28:58,
1874,12052000_12052000_18945,12052000_12052000_18945,,home,1,1900-01-01 00:00:00,1900-01-01 07:42:03,7:42:03,
1875,12052000_12052000_18945,12052000_12052000_18945,,work,2,1900-01-01 07:42:03,1900-01-01 16:05:41,8:23:38,
1876,12052000_12052000_18945,12052000_12052000_18945,,home,3,1900-01-01 16:05:41,1900-01-02 00:00:00,7:54:19,
1877,12052000_12052000_18957,12052000_12052000_18957,,home,1,1900-01-01 00:00:00,1900-01-01 08:37:40,8:37:40,
1878,12052000_12052000_18957,12052000_12052000_18957,,work,2,1900-01-01 08:37:40,1900-01-01 17:12:30,8:34:50,
1879,12052000_12052000_18957,12052000_12052000_18957,,home,3,1900-01-01 17:12:30,1900-01-02 00:00:00,6:47:30,
1880,12052000_12052000_18982,12052000_12052000_18982,,home,1,1900-01-01 00:00:00,1900-01-01 07:16:07,7:16:07,
1881,12052000_12052000_18982,12052000_12052000_18982,,work,2,1900-01-01 07:16:07,1900-01-01 07:58:05,0:41:58,
1882,12052000_12052000_18982,12052000_12052000_18982,,work,3,1900-01-01 07:58:05,1900-01-01 15:45:07,7:47:02,
1883,12052000_12052000_18982,12052000_12052000_18982,,work,4,1900-01-01 15:45:07,1900-01-01 16:00:28,0:15:21,
1884,12052000_12052000_18982,12052000_12052000_18982,,home,5,1900-01-01 16:00:28,1900-01-02 00:00:00,7:59:32,
1885,12052000_12052000_1899,12052000_12052000_1899,,home,1,1900-01-01 00:00:00,1900-01-01 06:55:08,6:55:08,
1886,12052000_12052000_1899,12052000_12052000_1899,,work,2,1900-01-01 06:55:08,1900-01-01 15:04:18,8:09:10,
1887,12052000_12052000_1899,12052000_12052000_1899,,home,3,1900-01-01 15:04:18,1900-01-02 00:00:00,8:55:42,
1888,12052000_12052000_18992,12052000_12052000_18992,,home,1,1900-01-01 00:00:00,1900-01-01 06:38:20,6:38:20,
1889,12052000_12052000_18992,12052000_12052000_18992,,work,2,1900-01-01 06:38:20,1900-01-01 14:29:58,7:51:38,
1890,12052000_12052000_18992,12052000_12052000_18992,,home,3,1900-01-01 14:29:58,1900-01-02 00:00:00,9:30:02,
1891,12052000_12052000_19007,12052000_12052000_19007,,home,1,1900-01-01 00:00:00,1900-01-01 07:16:58,7:16:58,
1892,12052000_12052000_19007,12052000_12052000_19007,,work,2,1900-01-01 07:16:58,1900-01-01 15:37:37,8:20:39,
1893,12052000_12052000_19007,12052000_12052000_19007,,home,3,1900-01-01 15:37:37,1900-01-02 00:00:00,8:22:23,
1894,12052000_12052000_19013,12052000_12052000_19013,,home,1,1900-01-01 00:00:00,1900-01-01 07:03:32,7:03:32,
1895,12052000_12052000_19013,12052000_12052000_19013,,work,2,1900-01-01 07:03:32,1900-01-01 15:45:01,8:41:29,
1896,12052000_12052000_19013,12052000_12052000_19013,,home,3,1900-01-01 15:45:01,1900-01-02 00:00:00,8:14:59,
1897,12052000_12052000_19014,12052000_12052000_19014,,home,1,1900-01-01 00:00:00,1900-01-01 06:24:12,6:24:12,
1898,12052000_12052000_19014,12052000_12052000_19014,,work,2,1900-01-01 06:24:12,1900-01-01 07:56:37,1:32:25,
1899,12052000_12052000_19014,12052000_12052000_19014,,work,3,1900-01-01 07:56:37,1900-01-01 14:18:06,6:21:29,
1900,12052000_12052000_19014,12052000_12052000_19014,,work,4,1900-01-01 14:18:06,1900-01-01 15:39:39,1:21:33,
1901,12052000_12052000_19014,12052000_12052000_19014,,home,5,1900-01-01 15:39:39,1900-01-02 00:00:00,8:20:21,
1902,12052000_12052000_19030,12052000_12052000_19030,,home,1,1900-01-01 00:00:00,1900-01-01 06:56:02,6:56:02,
1903,12052000_12052000_19030,12052000_12052000_19030,,work,2,1900-01-01 06:56:02,1900-01-01 15:03:50,8:07:48,
1904,12052000_12052000_19030,12052000_12052000_19030,,home,3,1900-01-01 15:03:50,1900-01-02 00:00:00,8:56:10,
1905,12052000_12052000_19036,12052000_12052000_19036,,home,1,1900-01-01 00:00:00,1900-01-01 07:03:31,7:03:31,
1906,12052000_12052000_19036,12052000_12052000_19036,,work,2,1900-01-01 07:41:31,1900-01-01 07:28:56,"-1 day, 23:47:25",
1907,12052000_12052000_19036,12052000_12052000_19036,,work,3,1900-01-01 07:28:56,1900-01-01 15:22:13,7:53:17,
1908,12052000_12052000_19036,12052000_12052000_19036,,work,4,1900-01-01 15:22:13,1900-01-01 15:49:14,0:27:01,
1909,12052000_12052000_19036,12052000_12052000_19036,,home,5,1900-01-01 16:27:14,1900-01-02 00:00:00,7:32:46,
1910,12052000_12052000_19051,12052000_12052000_19051,,home,1,1900-01-01 00:00:00,1900-01-01 07:48:59,7:48:59,
1911,12052000_12052000_19051,12052000_12052000_19051,,work,2,1900-01-01 07:48:59,1900-01-01 16:24:52,8:35:53,
1912,12052000_12052000_19051,12052000_12052000_19051,,home,3,1900-01-01 16:24:52,1900-01-02 00:00:00,7:35:08,
1913,12052000_12052000_19074,12052000_12052000_19074,,home,1,1900-01-01 00:00:00,1900-01-01 07:53:23,7:53:23,
1914,12052000_12052000_19074,12052000_12052000_19074,,work,2,1900-01-01 07:53:23,1900-01-01 15:43:13,7:49:50,
1915,12052000_12052000_19074,12052000_12052000_19074,,home,3,1900-01-01 15:43:13,1900-01-01 17:29:44,1:46:31,
1916,12052000_12052000_19074,12052000_12052000_19074,,work,4,1900-01-01 17:29:44,1900-01-01 19:26:28,1:56:44,
1917,12052000_12052000_19074,12052000_12052000_19074,,home,5,1900-01-01 19:26:28,1900-01-02 00:00:00,4:33:32,
1918,12052000_12052000_19096,12052000_12052000_19096,,home,1,1900-01-01 00:00:00,1900-01-01 07:42:14,7:42:14,
1919,12052000_12052000_19096,12052000_12052000_19096,,work,2,1900-01-01 08:30:26,1900-01-01 15:26:10,6:55:44,
1920,12052000_12052000_19096,12052000_12052000_19096,,home,3,1900-01-01 16:14:22,1900-01-01 17:25:28,1:11:06,
1921,12052000_12052000_19096,12052000_12052000_19096,,work,4,1900-01-01 18:14:49,1900-01-01 19:02:49,0:48:00,
1922,12052000_12052000_19096,12052000_12052000_19096,,home,5,1900-01-01 19:52:10,1900-01-02 00:00:00,4:07:50,
1923,12052000_12052000_19108,12052000_12052000_19108,,home,1,1900-01-01 00:00:00,1900-01-01 07:34:49,7:34:49,
1924,12052000_12052000_19108,12052000_12052000_19108,,work,2,1900-01-01 07:34:49,1900-01-01 15:21:39,7:46:50,
1925,12052000_12052000_19108,12052000_12052000_19108,,home,3,1900-01-01 15:21:39,1900-01-01 17:00:30,1:38:51,
1926,12052000_12052000_19108,12052000_12052000_19108,,work,4,1900-01-01 17:47:19,1900-01-01 18:12:24,0:25:05,
1927,12052000_12052000_19108,12052000_12052000_19108,,home,5,1900-01-01 18:12:24,1900-01-02 00:00:00,5:47:36,
1928,12052000_12052000_19137,12052000_12052000_19137,,home,1,1900-01-01 00:00:00,1900-01-01 06:13:30,6:13:30,
1929,12052000_12052000_19137,12052000_12052000_19137,,work,2,1900-01-01 06:13:30,1900-01-01 16:00:39,9:47:09,
1930,12052000_12052000_19137,12052000_12052000_19137,,home,3,1900-01-01 16:00:39,1900-01-02 00:00:00,7:59:21,
1931,12052000_12052000_19140,12052000_12052000_19140,,home,1,1900-01-01 00:00:00,1900-01-01 08:20:09,8:20:09,
1932,12052000_12052000_19140,12052000_12052000_19140,,work,2,1900-01-01 08:20:09,1900-01-01 16:59:56,8:39:47,
1933,12052000_12052000_19140,12052000_12052000_19140,,home,3,1900-01-01 16:59:56,1900-01-02 00:00:00,7:00:04,
1934,12052000_12052000_19144,12052000_12052000_19144,,home,1,1900-01-01 00:00:00,1900-01-01 07:46:10,7:46:10,
1935,12052000_12052000_19144,12052000_12052000_19144,,work,2,1900-01-01 07:46:10,1900-01-01 16:02:34,8:16:24,
1936,12052000_12052000_19144,12052000_12052000_19144,,home,3,1900-01-01 16:02:34,1900-01-02 00:00:00,7:57:26,
1937,12052000_12052000_19145,12052000_12052000_19145,,home,1,1900-01-01 00:00:00,1900-01-01 06:58:28,6:58:28,
1938,12052000_12052000_19145,12052000_12052000_19145,,work,2,1900-01-01 06:58:28,1900-01-01 08:07:41,1:09:13,
1939,12052000_12052000_19145,12052000_12052000_19145,,work,3,1900-01-01 08:07:41,1900-01-01 15:46:41,7:39:00,
1940,12052000_12052000_19145,12052000_12052000_19145,,work,4,1900-01-01 15:46:41,1900-01-01 16:32:16,0:45:35,
1941,12052000_12052000_19145,12052000_12052000_19145,,home,5,1900-01-01 16:32:16,1900-01-02 00:00:00,7:27:44,
1942,12052000_12052000_19151,12052000_12052000_19151,,home,1,1900-01-01 00:00:00,1900-01-01 07:45:46,7:45:46,
1943,12052000_12052000_19151,12052000_12052000_19151,,work,2,1900-01-01 07:45:46,1900-01-01 16:29:51,8:44:05,
1944,12052000_12052000_19151,12052000_12052000_19151,,home,3,1900-01-01 16:29:51,1900-01-02 00:00:00,7:30:09,
1945,12052000_12052000_19174,12052000_12052000_19174,,home,1,1900-01-01 00:00:00,1900-01-01 06:46:40,6:46:40,
1946,12052000_12052000_19174,12052000_12052000_19174,,work,2,1900-01-01 07:20:11,1900-01-01 16:08:19,8:48:08,
1947,12052000_12052000_19174,12052000_12052000_19174,,home,3,1900-01-01 16:41:50,1900-01-02 00:00:00,7:18:10,
1948,12052000_12052000_19183,12052000_12052000_19183,,home,1,1900-01-01 00:00:00,1900-01-01 06:15:17,6:15:17,
1949,12052000_12052000_19183,12052000_12052000_19183,,work,2,1900-01-01 06:15:17,1900-01-01 14:44:33,8:29:16,
1950,12052000_12052000_19183,12052000_12052000_19183,,home,3,1900-01-01 14:44:33,1900-01-02 00:00:00,9:15:27,
1951,12052000_12052000_19191,12052000_12052000_19191,,home,1,1900-01-01 00:00:00,1900-01-01 08:05:16,8:05:16,
1952,12052000_12052000_19191,12052000_12052000_19191,,work,2,1900-01-01 08:05:16,1900-01-01 16:31:53,8:26:37,
1953,12052000_12052000_19191,12052000_12052000_19191,,home,3,1900-01-01 16:31:53,1900-01-02 00:00:00,7:28:07,
1954,12052000_12052000_19212,12052000_12052000_19212,,home,1,1900-01-01 00:00:00,1900-01-01 07:43:13,7:43:13,
1955,12052000_12052000_19212,12052000_12052000_19212,,work,2,1900-01-01 07:43:13,1900-01-01 15:36:31,7:53:18,
1956,12052000_12052000_19212,12052000_12052000_19212,,home,3,1900-01-01 15:36:31,1900-01-02 00:00:00,8:23:29,
1957,12052000_12052000_19221,12052000_12052000_19221,,home,1,1900-01-01 00:00:00,1900-01-01 07:01:46,7:01:46,
1958,12052000_12052000_19221,12052000_12052000_19221,,work,2,1900-01-01 07:01:46,1900-01-01 15:22:11,8:20:25,
1959,12052000_12052000_19221,12052000_12052000_19221,,home,3,1900-01-01 15:22:11,1900-01-02 00:00:00,8:37:49,
1960,12052000_12052000_19224,12052000_12052000_19224,,home,1,1900-01-01 00:00:00,1900-01-01 06:37:48,6:37:48,
1961,12052000_12052000_19224,12052000_12052000_19224,,work,2,1900-01-01 06:37:48,1900-01-01 14:08:32,7:30:44,
1962,12052000_12052000_19224,12052000_12052000_19224,,home,3,1900-01-01 14:08:32,1900-01-02 00:00:00,9:51:28,
1963,12052000_12052000_19228,12052000_12052000_19228,,home,1,1900-01-01 00:00:00,1900-01-01 06:39:15,6:39:15,
1964,12052000_12052000_19228,12052000_12052000_19228,,work,2,1900-01-01 06:39:15,1900-01-01 15:51:20,9:12:05,
1965,12052000_12052000_19228,12052000_12052000_19228,,home,3,1900-01-01 15:51:20,1900-01-02 00:00:00,8:08:40,
1966,12052000_12052000_19235,12052000_12052000_19235,,home,1,1900-01-01 00:00:00,1900-01-01 05:50:43,5:50:43,
1967,12052000_12052000_19235,12052000_12052000_19235,,work,2,1900-01-01 05:50:43,1900-01-01 14:54:27,9:03:44,
1968,12052000_12052000_19235,12052000_12052000_19235,,home,3,1900-01-01 14:54:27,1900-01-02 00:00:00,9:05:33,
1969,12052000_12052000_19251,12052000_12052000_19251,,home,1,1900-01-01 00:00:00,1900-01-01 07:23:04,7:23:04,
1970,12052000_12052000_19251,12052000_12052000_19251,,work,2,1900-01-01 07:23:04,1900-01-01 08:12:21,0:49:17,
1971,12052000_12052000_19251,12052000_12052000_19251,,work,3,1900-01-01 08:12:21,1900-01-01 16:11:09,7:58:48,
1972,12052000_12052000_19251,12052000_12052000_19251,,work,4,1900-01-01 16:11:09,1900-01-01 17:01:58,0:50:49,
1973,12052000_12052000_19251,12052000_12052000_19251,,home,5,1900-01-01 17:01:58,1900-01-02 00:00:00,6:58:02,
1974,12052000_12052000_19253,12052000_12052000_19253,,home,1,1900-01-01 00:00:00,1900-01-01 07:38:02,7:38:02,
1975,12052000_12052000_19253,12052000_12052000_19253,,work,2,1900-01-01 07:38:02,1900-01-01 15:18:33,7:40:31,
1976,12052000_12052000_19253,12052000_12052000_19253,,home,3,1900-01-01 15:18:33,1900-01-01 16:24:21,1:05:48,
1977,12052000_12052000_19253,12052000_12052000_19253,,work,4,1900-01-01 17:05:06,1900-01-01 17:54:04,0:48:58,
1978,12052000_12052000_19253,12052000_12052000_19253,,home,5,1900-01-01 17:54:04,1900-01-02 00:00:00,6:05:56,
1979,12052000_12052000_19276,12052000_12052000_19276,,home,1,1900-01-01 00:00:00,1900-01-01 06:30:17,6:30:17,
1980,12052000_12052000_19276,12052000_12052000_19276,,work,2,1900-01-01 07:10:59,1900-01-01 14:34:01,7:23:02,
1981,12052000_12052000_19276,12052000_12052000_19276,,home,3,1900-01-01 15:14:43,1900-01-02 00:00:00,8:45:17,
1982,12052000_12052000_19280,12052000_12052000_19280,,home,1,1900-01-01 00:00:00,1900-01-01 07:56:34,7:56:34,
1983,12052000_12052000_19280,12052000_12052000_19280,,work,2,1900-01-01 07:56:34,1900-01-01 15:49:31,7:52:57,
1984,12052000_12052000_19280,12052000_12052000_19280,,home,3,1900-01-01 15:49:31,1900-01-02 00:00:00,8:10:29,
1985,12052000_12052000_1930,12052000_12052000_1930,,home,1,1900-01-01 00:00:00,1900-01-01 07:48:15,7:48:15,
1986,12052000_12052000_1930,12052000_12052000_1930,,work,2,1900-01-01 07:48:15,1900-01-01 15:39:22,7:51:07,
1987,12052000_12052000_1930,12052000_12052000_1930,,home,3,1900-01-01 15:39:22,1900-01-02 00:00:00,8:20:38,
1988,12052000_12052000_19313,12052000_12052000_19313,,home,1,1900-01-01 00:00:00,1900-01-01 06:15:56,6:15:56,
1989,12052000_12052000_19313,12052000_12052000_19313,,work,2,1900-01-01 06:15:56,1900-01-01 15:32:38,9:16:42,
1990,12052000_12052000_19313,12052000_12052000_19313,,home,3,1900-01-01 15:32:38,1900-01-02 00:00:00,8:27:22,
1991,12052000_12052000_19317,12052000_12052000_19317,,home,1,1900-01-01 00:00:00,1900-01-01 07:06:18,7:06:18,
1992,12052000_12052000_19317,12052000_12052000_19317,,work,2,1900-01-01 07:06:18,1900-01-01 15:23:21,8:17:03,
1993,12052000_12052000_19317,12052000_12052000_19317,,home,3,1900-01-01 15:23:21,1900-01-02 00:00:00,8:36:39,
1994,12052000_12052000_19318,12052000_12052000_19318,,home,1,1900-01-01 00:00:00,1900-01-01 06:50:30,6:50:30,
1995,12052000_12052000_19318,12052000_12052000_19318,,work,2,1900-01-01 07:04:41,1900-01-01 15:29:31,8:24:50,
1996,12052000_12052000_19318,12052000_12052000_19318,,home,3,1900-01-01 15:43:42,1900-01-02 00:00:00,8:16:18,
1997,12052000_12052000_19320,12052000_12052000_19320,,home,1,1900-01-01 00:00:00,1900-01-01 07:44:45,7:44:45,
1998,12052000_12052000_19320,12052000_12052000_19320,,work,2,1900-01-01 07:44:45,1900-01-01 15:20:58,7:36:13,
1999,12052000_12052000_19320,12052000_12052000_19320,,home,3,1900-01-01 15:20:58,1900-01-02 00:00:00,8:39:02,
2000,12052000_12052000_19325,12052000_12052000_19325,,home,1,1900-01-01 00:00:00,1900-01-01 06:36:55,6:36:55,
2001,12052000_12052000_19325,12052000_12052000_19325,,work,2,1900-01-01 06:36:55,1900-01-01 14:51:40,8:14:45,
2002,12052000_12052000_19325,12052000_12052000_19325,,home,3,1900-01-01 14:51:40,1900-01-02 00:00:00,9:08:20,
2003,12052000_12052000_19328,12052000_12052000_19328,,home,1,1900-01-01 00:00:00,1900-01-01 06:50:40,6:50:40,
2004,12052000_12052000_19328,12052000_12052000_19328,,work,2,1900-01-01 06:50:40,1900-01-01 15:27:56,8:37:16,
2005,12052000_12052000_19328,12052000_12052000_19328,,home,3,1900-01-01 15:27:56,1900-01-02 00:00:00,8:32:04,
2006,12052000_12052000_19366,12052000_12052000_19366,,home,1,1900-01-01 00:00:00,1900-01-01 05:48:15,5:48:15,
2007,12052000_12052000_19366,12052000_12052000_19366,,work,2,1900-01-01 05:48:15,1900-01-01 14:32:47,8:44:32,
2008,12052000_12052000_19366,12052000_12052000_19366,,home,3,1900-01-01 14:32:47,1900-01-02 00:00:00,9:27:13,
2009,12052000_12052000_19382,12052000_12052000_19382,,home,1,1900-01-01 00:00:00,1900-01-01 07:06:15,7:06:15,
2010,12052000_12052000_19382,12052000_12052000_19382,,work,2,1900-01-01 07:06:15,1900-01-01 14:50:25,7:44:10,
2011,12052000_12052000_19382,12052000_12052000_19382,,home,3,1900-01-01 14:50:25,1900-01-02 00:00:00,9:09:35,
2012,12052000_12052000_19393,12052000_12052000_19393,,home,1,1900-01-01 00:00:00,1900-01-01 06:26:28,6:26:28,
2013,12052000_12052000_19393,12052000_12052000_19393,,work,2,1900-01-01 06:26:28,1900-01-01 15:31:19,9:04:51,
2014,12052000_12052000_19393,12052000_12052000_19393,,home,3,1900-01-01 15:31:19,1900-01-02 00:00:00,8:28:41,
2015,12052000_12052000_19406,12052000_12052000_19406,,home,1,1900-01-01 00:00:00,1900-01-01 08:01:51,8:01:51,
2016,12052000_12052000_19406,12052000_12052000_19406,,work,2,1900-01-01 08:01:51,1900-01-01 16:21:57,8:20:06,
2017,12052000_12052000_19406,12052000_12052000_19406,,home,3,1900-01-01 16:21:57,1900-01-02 00:00:00,7:38:03,
2018,12052000_12052000_19437,12052000_12052000_19437,,home,1,1900-01-01 00:00:00,1900-01-01 07:38:16,7:38:16,
2019,12052000_12052000_19437,12052000_12052000_19437,,work,2,1900-01-01 07:38:16,1900-01-01 08:33:22,0:55:06,
2020,12052000_12052000_19437,12052000_12052000_19437,,work,3,1900-01-01 08:33:22,1900-01-01 15:56:19,7:22:57,
2021,12052000_12052000_19437,12052000_12052000_19437,,work,4,1900-01-01 15:56:19,1900-01-01 15:58:08,0:01:49,
2022,12052000_12052000_19437,12052000_12052000_19437,,home,5,1900-01-01 15:58:08,1900-01-02 00:00:00,8:01:52,
2023,12052000_12052000_19440,12052000_12052000_19440,,home,1,1900-01-01 00:00:00,1900-01-01 07:32:45,7:32:45,
2024,12052000_12052000_19440,12052000_12052000_19440,,work,2,1900-01-01 07:32:45,1900-01-01 16:31:52,8:59:07,
2025,12052000_12052000_19440,12052000_12052000_19440,,home,3,1900-01-01 16:31:52,1900-01-02 00:00:00,7:28:08,
2026,12052000_12052000_19460,12052000_12052000_19460,,home,1,1900-01-01 00:00:00,1900-01-01 07:49:53,7:49:53,
2027,12052000_12052000_19460,12052000_12052000_19460,,work,2,1900-01-01 07:49:53,1900-01-01 16:13:00,8:23:07,
2028,12052000_12052000_19460,12052000_12052000_19460,,home,3,1900-01-01 16:13:00,1900-01-02 00:00:00,7:47:00,
2029,12052000_12052000_19474,12052000_12052000_19474,,home,1,1900-01-01 00:00:00,1900-01-01 07:55:17,7:55:17,
2030,12052000_12052000_19474,12052000_12052000_19474,,work,2,1900-01-01 07:55:17,1900-01-01 15:31:39,7:36:22,
2031,12052000_12052000_19474,12052000_12052000_19474,,home,3,1900-01-01 15:31:39,1900-01-02 00:00:00,8:28:21,
2032,12052000_12052000_19475,12052000_12052000_19475,,home,1,1900-01-01 00:00:00,1900-01-01 07:11:35,7:11:35,
2033,12052000_12052000_19475,12052000_12052000_19475,,work,2,1900-01-01 07:11:35,1900-01-01 14:56:59,7:45:24,
2034,12052000_12052000_19475,12052000_12052000_19475,,home,3,1900-01-01 14:56:59,1900-01-02 00:00:00,9:03:01,
