pid,hid,freq,hzone
12052000_12052000_19074,12052000_12052000_19074,100,
12052000_12052000_19096,12052000_12052000_19096,100,
12052000_12052000_19108,12052000_12052000_19108,100,
12052000_12052000_19137,12052000_12052000_19137,100,
12052000_12052000_19140,12052000_12052000_19140,100,
12052000_12052000_19144,12052000_12052000_19144,100,
12052000_12052000_19145,12052000_12052000_19145,100,
12052000_12052000_19151,12052000_12052000_19151,100,
12052000_12052000_19174,12052000_12052000_19174,100,
12052000_12052000_19183,12052000_12052000_19183,100,
12052000_12052000_19191,12052000_12052000_19191,100,
12052000_12052000_19212,12052000_12052000_19212,100,
12052000_12052000_19221,12052000_12052000_19221,100,
12052000_12052000_19224,12052000_12052000_19224,100,
12052000_12052000_19228,12052000_12052000_19228,100,
12052000_12052000_19235,12052000_12052000_19235,100,
12052000_12052000_19251,12052000_12052000_19251,100,
12052000_12052000_19253,12052000_12052000_19253,100,
12052000_12052000_19276,12052000_12052000_19276,100,
12052000_12052000_19280,12052000_12052000_19280,100,
12052000_12052000_1930,12052000_12052000_1930,100,
12052000_12052000_19313,12052000_12052000_19313,100,
12052000_12052000_19317,12052000_12052000_19317,100,
12052000_12052000_19318,12052000_12052000_19318,100,
12052000_12052000_19320,12052000_12052000_19320,100,
12052000_12052000_19325,12052000_12052000_19325,100,
12052000_12052000_19328,12052000_12052000_19328,100,
12052000_12052000_19366,12052000_12052000_19366,100,
12052000_12052000_19382,12052000_12052000_19382,100,
12052000_12052000_19393,12052000_12052000_19393,100,
12052000_12052000_19406,12052000_12052000_19406,100,
12052000_12052000_19437,12052000_12052000_19437,100,
12052000_12052000_19440,12052000_12052000_19440,100,
12052000_12052000_19460,12052000_12052000_19460,100,
12052000_12052000_19474,12052000_12052000_19474,100,
12052000_12052000_19475,12052000_12052000_19475,100,
12052000_12052000_19477,12052000_12052000_19477,100,
12052000_12052000_19502,12052000_12052000_19502,100,
12052000_12052000_19511,12052000_12052000_19511,100,
12052000_12052000_19520,12052000_12052000_19520,100,
12052000_12052000_19551,12052000_12052000_19551,100,
12052000_12052000_19554,12052000_12052000_19554,100,
12052000_12052000_19569,12052000_12052000_19569,100,
12052000_12052000_19577,12052000_12052000_19577,100,
12052000_12052000_19587,12052000_12052000_19587,100,
12052000_12052000_19589,12052000_12052000_19589,100,
12052000_12052000_19598,12052000_12052000_19598,100,
12052000_12052000_19609,12052000_12052000_19609,100,
12052000_12052000_19633,12052000_12052000_19633,100,
12052000_12052000_19635,12052000_12052000_19635,100,
12052000_12052000_19639,12052000_12052000_19639,100,
12052000_12052000_19640,12052000_12052000_19640,100,
12052000_12052000_19647,12052000_12052000_19647,100,
12052000_12052000_19652,12052000_12052000_19652,100,
12052000_12052000_19655,12052000_12052000_19655,100,
12052000_12052000_19675,12052000_12052000_19675,100,
12052000_12052000_197,12052000_12052000_197,100,
12052000_12052000_19722,12052000_12052000_19722,100,
12052000_12052000_19727,12052000_12052000_19727,100,
12052000_12052000_19736,12052000_12052000_19736,100,
12052000_12052000_1974,12052000_12052000_1974,100,
12052000_12052000_19742,12052000_12052000_19742,100,
12052000_12052000_19759,12052000_12052000_19759,100,
12052000_12052000_19768,12052000_12052000_19768,100,
12052000_12052000_19781,12052000_12052000_19781,100,
12052000_12052000_19794,12052000_12052000_19794,100,
12052000_12052000_19795,12052000_12052000_19795,100,
12052000_12052000_1980,12052000_12052000_1980,100,
12052000_12052000_19801,12052000_12052000_19801,100,
12052000_12052000_19802,12052000_12052000_19802,100,
12052000_12052000_19808,12052000_12052000_19808,100,
12052000_12052000_19826,12052000_12052000_19826,100,
12052000_12052000_19833,12052000_12052000_19833,100,
12052000_12052000_19836,12052000_12052000_19836,100,
12052000_12052000_19840,12052000_12052000_19840,100,
12052000_12052000_19843,12052000_12052000_19843,100,
12052000_12052000_19845,12052000_12052000_19845,100,
12052000_12052000_19848,12052000_12052000_19848,100,
12052000_12052000_19863,12052000_12052000_19863,100,
12052000_12052000_19867,12052000_12052000_19867,100,
12052000_12052000_19908,12052000_12052000_19908,100,
12052000_12052000_19915,12052000_12052000_19915,100,
12052000_12052000_1997,12052000_12052000_1997,100,
12052000_12052000_20001,12052000_12052000_20001,100,
12052000_12052000_20014,12052000_12052000_20014,100,
12052000_12052000_20019,12052000_12052000_20019,100,
12052000_12052000_20037,12052000_12052000_20037,100,
12052000_12052000_2005,12052000_12052000_2005,100,
12052000_12052000_20050,12052000_12052000_20050,100,
12052000_12052000_20063,12052000_12052000_20063,100,
12052000_12052000_20066,12052000_12052000_20066,100,
12052000_12052000_20067,12052000_12052000_20067,100,
12052000_12052000_20068,12052000_12052000_20068,100,
12052000_12052000_2007,12052000_12052000_2007,100,
12052000_12052000_20072,12052000_12052000_20072,100,
12052000_12052000_20089,12052000_12052000_20089,100,
12052000_12052000_20094,12052000_12052000_20094,100,
12052000_12052000_20110,12052000_12052000_20110,100,
12052000_12052000_20132,12052000_12052000_20132,100,
12052000_12052000_20146,12052000_12052000_20146,100,
12052000_12052000_20149,12052000_12052000_20149,100,
12052000_12052000_20160,12052000_12052000_20160,100,
12052000_12052000_20189,12052000_12052000_20189,100,
12052000_12052000_20190,12052000_12052000_20190,100,
12052000_12052000_20196,12052000_12052000_20196,100,
12052000_12052000_20220,12052000_12052000_20220,100,
12052000_12052000_20233,12052000_12052000_20233,100,
12052000_12052000_20236,12052000_12052000_20236,100,
12052000_12052000_20244,12052000_12052000_20244,100,
12052000_12052000_20248,12052000_12052000_20248,100,
12052000_12052000_20295,12052000_12052000_20295,100,
12052000_12052000_20302,12052000_12052000_20302,100,
12052000_12052000_20314,12052000_12052000_20314,100,
12052000_12052000_20322,12052000_12052000_20322,100,
12052000_12052000_20330,12052000_12052000_20330,100,
12052000_12052000_20335,12052000_12052000_20335,100,
12052000_12052000_20338,12052000_12052000_20338,100,
12052000_12052000_20342,12052000_12052000_20342,100,
12052000_12052000_2035,12052000_12052000_2035,100,
12052000_12052000_20356,12052000_12052000_20356,100,
12052000_12052000_20369,12052000_12052000_20369,100,
12052000_12052000_20390,12052000_12052000_20390,100,
12052000_12052000_20434,12052000_12052000_20434,100,
12052000_12052000_2046,12052000_12052000_2046,100,
12052000_12052000_20468,12052000_12052000_20468,100,
12052000_12052000_20495,12052000_12052000_20495,100,
12052000_12052000_20501,12052000_12052000_20501,100,
12052000_12052000_20512,12052000_12052000_20512,100,
12052000_12052000_20514,12052000_12052000_20514,100,
12052000_12052000_20515,12052000_12052000_20515,100,
12052000_12052000_20528,12052000_12052000_20528,100,
12052000_12052000_20541,12052000_12052000_20541,100,
12052000_12052000_20559,12052000_12052000_20559,100,
12052000_12052000_20569,12052000_12052000_20569,100,
12052000_12052000_20572,12052000_12052000_20572,100,
12052000_12052000_20595,12052000_12052000_20595,100,
12052000_12052000_20597,12052000_12052000_20597,100,
12052000_12052000_20629,12052000_12052000_20629,100,
12052000_12052000_20640,12052000_12052000_20640,100,
12052000_12052000_20647,12052000_12052000_20647,100,
12052000_12052000_20654,12052000_12052000_20654,100,
12052000_12052000_2066,12052000_12052000_2066,100,
12052000_12052000_20666,12052000_12052000_20666,100,
12052000_12052000_20670,12052000_12052000_20670,100,
12052000_12052000_20707,12052000_12052000_20707,100,
12052000_12052000_20712,12052000_12052000_20712,100,
12052000_12052000_20738,12052000_12052000_20738,100,
12052000_12052000_20749,12052000_12052000_20749,100,
12052000_12052000_20757,12052000_12052000_20757,100,
12052000_12052000_20759,12052000_12052000_20759,100,
12052000_12052000_20788,12052000_12052000_20788,100,
12052000_12052000_20802,12052000_12052000_20802,100,
12052000_12052000_20818,12052000_12052000_20818,100,
12052000_12052000_20822,12052000_12052000_20822,100,
12052000_12052000_20837,12052000_12052000_20837,100,
12052000_12052000_2084,12052000_12052000_2084,100,
12052000_12052000_20845,12052000_12052000_20845,100,
12052000_12052000_20848,12052000_12052000_20848,100,
12052000_12052000_20850,12052000_12052000_20850,100,
12052000_12052000_20863,12052000_12052000_20863,100,
12052000_12052000_20865,12052000_12052000_20865,100,
12052000_12052000_20867,12052000_12052000_20867,100,
12052000_12052000_20871,12052000_12052000_20871,100,
12052000_12052000_20877,12052000_12052000_20877,100,
12052000_12052000_20901,12052000_12052000_20901,100,
12052000_12052000_20933,12052000_12052000_20933,100,
12052000_12052000_20948,12052000_12052000_20948,100,
12052000_12052000_20962,12052000_12052000_20962,100,
12052000_12052000_20963,12052000_12052000_20963,100,
12052000_12052000_20965,12052000_12052000_20965,100,
12052000_12052000_20971,12052000_12052000_20971,100,
12052000_12052000_20973,12052000_12052000_20973,100,
12052000_12052000_20981,12052000_12052000_20981,100,
12052000_12052000_20985,12052000_12052000_20985,100,
12052000_12052000_21001,12052000_12052000_21001,100,
12052000_12052000_21003,12052000_12052000_21003,100,
12052000_12052000_21008,12052000_12052000_21008,100,
12052000_12052000_21014,12052000_12052000_21014,100,
12052000_12052000_21023,12052000_12052000_21023,100,
12052000_12052000_21026,12052000_12052000_21026,100,
12052000_12052000_21029,12052000_12052000_21029,100,
12052000_12052000_21050,12052000_12052000_21050,100,
12052000_12052000_21056,12052000_12052000_21056,100,
12052000_12052000_21077,12052000_12052000_21077,100,
12052000_12052000_21093,12052000_12052000_21093,100,
12052000_12052000_21111,12052000_12052000_21111,100,
12052000_12052000_21115,12052000_12052000_21115,100,
12052000_12052000_21132,12052000_12052000_21132,100,
12052000_12052000_21145,12052000_12052000_21145,100,
12052000_12052000_21154,12052000_12052000_21154,100,
12052000_12052000_21167,12052000_12052000_21167,100,
12052000_12052000_21170,12052000_12052000_21170,100,
12052000_12052000_21176,12052000_12052000_21176,100,
12052000_12052000_21189,12052000_12052000_21189,100,
12052000_12052000_21231,12052000_12052000_21231,100,
12052000_12052000_21240,12052000_12052000_21240,100,
12052000_12052000_21249,12052000_12052000_21249,100,
12052000_12052000_2125,12052000_12052000_2125,100,
12052000_12052000_21293,12052000_12052000_21293,100,
12052000_12052000_21297,12052000_12052000_21297,100,
12052000_12052000_21298,12052000_12052000_21298,100,
12052000_12052000_2130,12052000_12052000_2130,100,
12052000_12052000_21306,12052000_12052000_21306,100,
12052000_12052000_21310,12052000_12052000_21310,100,
12052000_12052000_21317,12052000_12052000_21317,100,
12052000_12052000_21323,12052000_12052000_21323,100,
12052000_12052000_21327,12052000_12052000_21327,100,
12052000_12052000_21347,12052000_12052000_21347,100,
12052000_12052000_21349,12052000_12052000_21349,100,
12052000_12052000_21371,12052000_12052000_21371,100,
12052000_12052000_21379,12052000_12052000_21379,100,
12052000_12052000_21381,12052000_12052000_21381,100,
12052000_12052000_21395,12052000_12052000_21395,100,
12052000_12052000_21409,12052000_12052000_21409,100,
12052000_12052000_21413,12052000_12052000_21413,100,
12052000_12052000_21461,12052000_12052000_21461,100,
12052000_12052000_21469,12052000_12052000_21469,100,
12052000_12052000_21490,12052000_12052000_21490,100,
12052000_12052000_21502,12052000_12052000_21502,100,
12052000_12052000_21507,12052000_12052000_21507,100,
12052000_12052000_2151,12052000_12052000_2151,100,
12052000_12052000_21510,12052000_12052000_21510,100,
12052000_12052000_21525,12052000_12052000_21525,100,
12052000_12052000_21529,12052000_12052000_21529,100,
12052000_12052000_21572,12052000_12052000_21572,100,
12052000_12052000_21573,12052000_12052000_21573,100,
12052000_12052000_21581,12052000_12052000_21581,100,
12052000_12052000_21613,12052000_12052000_21613,100,
12052000_12052000_21614,12052000_12052000_21614,100,
12052000_12052000_2162,12052000_12052000_2162,100,
12052000_12052000_21628,12052000_12052000_21628,100,
12052000_12052000_21639,12052000_12052000_21639,100,
12052000_12052000_21646,12052000_12052000_21646,100,
12052000_12052000_21657,12052000_12052000_21657,100,
12052000_12052000_21670,12052000_12052000_21670,100,
12052000_12052000_21696,12052000_12052000_21696,100,
12052000_12052000_21747,12052000_12052000_21747,100,
12052000_12052000_21774,12052000_12052000_21774,100,
12052000_12052000_21794,12052000_12052000_21794,100,
12052000_12052000_21795,12052000_12052000_21795,100,
12052000_12052000_21803,12052000_12052000_21803,100,
12052000_12052000_21825,12052000_12052000_21825,100,
12052000_12052000_21826,12052000_12052000_21826,100,
12052000_12052000_21831,12052000_12052000_21831,100,
12052000_12052000_21843,12052000_12052000_21843,100,
12052000_12052000_21844,12052000_12052000_21844,100,
12052000_12052000_21856,12052000_12052000_21856,100,
12052000_12052000_21862,12052000_12052000_21862,100,
12052000_12052000_21876,12052000_12052000_21876,100,
12052000_12052000_21889,12052000_12052000_21889,100,
12052000_12052000_21894,12052000_12052000_21894,100,
12052000_12052000_2190,12052000_12052000_2190,100,
12052000_12052000_21909,12052000_12052000_21909,100,
12052000_12052000_21913,12052000_12052000_21913,100,
12052000_12052000_21926,12052000_12052000_21926,100,
12052000_12052000_21936,12052000_12052000_21936,100,
12052000_12052000_21937,12052000_12052000_21937,100,
12052000_12052000_21942,12052000_12052000_21942,100,
12052000_12052000_21954,12052000_12052000_21954,100,
12052000_12052000_21964,12052000_12052000_21964,100,
12052000_12052000_21974,12052000_12052000_21974,100,
12052000_12052000_2198,12052000_12052000_2198,100,
12052000_12052000_21989,12052000_12052000_21989,100,
12052000_12052000_22025,12052000_12052000_22025,100,
12052000_12052000_22055,12052000_12052000_22055,100,
12052000_12052000_22068,12052000_12052000_22068,100,
12052000_12052000_22074,12052000_12052000_22074,100,
12052000_12052000_221,12052000_12052000_221,100,
12052000_12052000_22106,12052000_12052000_22106,100,
12052000_12052000_22126,12052000_12052000_22126,100,
12052000_12052000_22130,12052000_12052000_22130,100,
12052000_12052000_22147,12052000_12052000_22147,100,
12052000_12052000_22161,12052000_12052000_22161,100,
12052000_12052000_22169,12052000_12052000_22169,100,
12052000_12052000_22176,12052000_12052000_22176,100,
12052000_12052000_22184,12052000_12052000_22184,100,
12052000_12052000_22192,12052000_12052000_22192,100,
12052000_12052000_22243,12052000_12052000_22243,100,
12052000_12052000_2225,12052000_12052000_2225,100,
12052000_12052000_22255,12052000_12052000_22255,100,
12052000_12052000_22264,12052000_12052000_22264,100,
12052000_12052000_22272,12052000_12052000_22272,100,
12052000_12052000_22289,12052000_12052000_22289,100,
12052000_12052000_22293,12052000_12052000_22293,100,
12052000_12052000_22298,12052000_12052000_22298,100,
12052000_12052000_22307,12052000_12052000_22307,100,
12052000_12052000_22334,12052000_12052000_22334,100,
12052000_12052000_22370,12052000_12052000_22370,100,
12052000_12052000_22377,12052000_12052000_22377,100,
12052000_12052000_22428,12052000_12052000_22428,100,
12052000_12052000_22430,12052000_12052000_22430,100,
12052000_12052000_22447,12052000_12052000_22447,100,
12052000_12052000_22467,12052000_12052000_22467,100,
12052000_12052000_22482,12052000_12052000_22482,100,
12052000_12052000_22491,12052000_12052000_22491,100,
12052000_12052000_22495,12052000_12052000_22495,100,
12052000_12052000_22498,12052000_12052000_22498,100,
12052000_12052000_225,12052000_12052000_225,100,
12052000_12052000_22514,12052000_12052000_22514,100,
12052000_12052000_22541,12052000_12052000_22541,100,
12052000_12052000_22542,12052000_12052000_22542,100,
12052000_12052000_22545,12052000_12052000_22545,100,
12052000_12052000_22550,12052000_12052000_22550,100,
12052000_12052000_22560,12052000_12052000_22560,100,
12052000_12052000_22564,12052000_12052000_22564,100,
12052000_12052000_22578,12052000_12052000_22578,100,
12052000_12052000_22594,12052000_12052000_22594,100,
12052000_12052000_22604,12052000_12052000_22604,100,
12052000_12052000_22609,12052000_12052000_22609,100,
12052000_12052000_22614,12052000_12052000_22614,100,
12052000_12052000_22630,12052000_12052000_22630,100,
12052000_12052000_22633,12052000_12052000_22633,100,
12052000_12052000_22641,12052000_12052000_22641,100,
12052000_12052000_22643,12052000_12052000_22643,100,
12052000_12052000_22676,12052000_12052000_22676,100,
12052000_12052000_22686,12052000_12052000_22686,100,
12052000_12052000_22689,12052000_12052000_22689,100,
12052000_12052000_22690,12052000_12052000_22690,100,
12052000_12052000_22691,12052000_12052000_22691,100,
12052000_12052000_22694,12052000_12052000_22694,100,
12052000_12052000_22702,12052000_12052000_22702,100,
12052000_12052000_22717,12052000_12052000_22717,100,
12052000_12052000_22724,12052000_12052000_22724,100,
12052000_12052000_22729,12052000_12052000_22729,100,
12052000_12052000_22741,12052000_12052000_22741,100,
12052000_12052000_22749,12052000_12052000_22749,100,
12052000_12052000_22791,12052000_12052000_22791,100,
12052000_12052000_22800,12052000_12052000_22800,100,
12052000_12052000_22802,12052000_12052000_22802,100,
12052000_12052000_22818,12052000_12052000_22818,100,
12052000_12052000_22835,12052000_12052000_22835,100,
12052000_12052000_22843,12052000_12052000_22843,100,
12052000_12052000_22847,12052000_12052000_22847,100,
12052000_12052000_22850,12052000_12052000_22850,100,
12052000_12052000_22864,12052000_12052000_22864,100,
12052000_12052000_22893,12052000_12052000_22893,100,
12052000_12052000_22899,12052000_12052000_22899,100,
12052000_12052000_22909,12052000_12052000_22909,100,
12052000_12052000_22947,12052000_12052000_22947,100,
12052000_12052000_22963,12052000_12052000_22963,100,
12052000_12052000_23010,12052000_12052000_23010,100,
12052000_12052000_23011,12052000_12052000_23011,100,
12052000_12052000_23017,12052000_12052000_23017,100,
12052000_12052000_23022,12052000_12052000_23022,100,
12052000_12052000_2303,12052000_12052000_2303,100,
12052000_12052000_23041,12052000_12052000_23041,100,
12052000_12052000_23082,12052000_12052000_23082,100,
12052000_12052000_23107,12052000_12052000_23107,100,
12052000_12052000_23119,12052000_12052000_23119,100,
12052000_12052000_23122,12052000_12052000_23122,100,
12052000_12052000_23123,12052000_12052000_23123,100,
12052000_12052000_2313,12052000_12052000_2313,100,
12052000_12052000_23135,12052000_12052000_23135,100,
12052000_12052000_23146,12052000_12052000_23146,100,
12052000_12052000_2316,12052000_12052000_2316,100,
12052000_12052000_23169,12052000_12052000_23169,100,
12052000_12052000_23184,12052000_12052000_23184,100,
12052000_12052000_23188,12052000_12052000_23188,100,
12052000_12052000_23196,12052000_12052000_23196,100,
12052000_12052000_23208,12052000_12052000_23208,100,
12052000_12052000_23210,12052000_12052000_23210,100,
12052000_12052000_23232,12052000_12052000_23232,100,
12052000_12052000_2326,12052000_12052000_2326,100,
12052000_12052000_23264,12052000_12052000_23264,100,
12052000_12052000_23275,12052000_12052000_23275,100,
12052000_12052000_23284,12052000_12052000_23284,100,
12052000_12052000_23291,12052000_12052000_23291,100,
12052000_12052000_23293,12052000_12052000_23293,100,
12052000_12052000_23297,12052000_12052000_23297,100,
12052000_12052000_23302,12052000_12052000_23302,100,
12052000_12052000_23308,12052000_12052000_23308,100,
12052000_12052000_23311,12052000_12052000_23311,100,
12052000_12052000_23348,12052000_12052000_23348,100,
12052000_12052000_23368,12052000_12052000_23368,100,
12052000_12052000_23369,12052000_12052000_23369,100,
12052000_12052000_23382,12052000_12052000_23382,100,
12052000_12052000_23387,12052000_12052000_23387,100,
12052000_12052000_23388,12052000_12052000_23388,100,
12052000_12052000_23389,12052000_12052000_23389,100,
12052000_12052000_23391,12052000_12052000_23391,100,
12052000_12052000_23394,12052000_12052000_23394,100,
12052000_12052000_23410,12052000_12052000_23410,100,
12052000_12052000_23411,12052000_12052000_23411,100,
12052000_12052000_23417,12052000_12052000_23417,100,
12052000_12052000_23426,12052000_12052000_23426,100,
12052000_12052000_2344,12052000_12052000_2344,100,
12052000_12052000_2345,12052000_12052000_2345,100,
12052000_12052000_23462,12052000_12052000_23462,100,
12052000_12052000_23470,12052000_12052000_23470,100,
12052000_12052000_23472,12052000_12052000_23472,100,
12052000_12052000_23480,12052000_12052000_23480,100,
12052000_12052000_23506,12052000_12052000_23506,100,
12052000_12052000_2351,12052000_12052000_2351,100,
12052000_12052000_23528,12052000_12052000_23528,100,
12052000_12052000_23534,12052000_12052000_23534,100,
12052000_12052000_23536,12052000_12052000_23536,100,
12052000_12052000_23538,12052000_12052000_23538,100,
12052000_12052000_23539,12052000_12052000_23539,100,
12052000_12052000_2354,12052000_12052000_2354,100,
12052000_12052000_23544,12052000_12052000_23544,100,
12052000_12052000_23558,12052000_12052000_23558,100,
12052000_12052000_23566,12052000_12052000_23566,100,
12052000_12052000_23575,12052000_12052000_23575,100,
12052000_12052000_23578,12052000_12052000_23578,100,
12052000_12052000_23582,12052000_12052000_23582,100,
12052000_12052000_23592,12052000_12052000_23592,100,
12052000_12052000_23605,12052000_12052000_23605,100,
12052000_12052000_2361,12052000_12052000_2361,100,
12052000_12052000_23616,12052000_12052000_23616,100,
12052000_12052000_23620,12052000_12052000_23620,100,
12052000_12052000_23625,12052000_12052000_23625,100,
12052000_12052000_23658,12052000_12052000_23658,100,
12052000_12052000_23701,12052000_12052000_23701,100,
12052000_12052000_23730,12052000_12052000_23730,100,
12052000_12052000_23742,12052000_12052000_23742,100,
12052000_12052000_23749,12052000_12052000_23749,100,
12052000_12052000_23785,12052000_12052000_23785,100,
12052000_12052000_23791,12052000_12052000_23791,100,
12052000_12052000_23803,12052000_12052000_23803,100,
12052000_12052000_23804,12052000_12052000_23804,100,
12052000_12052000_23830,12052000_12052000_23830,100,
12052000_12052000_23843,12052000_12052000_23843,100,
12052000_12052000_23844,12052000_12052000_23844,100,
12052000_12052000_2386,12052000_12052000_2386,100,
12052000_12052000_23870,12052000_12052000_23870,100,
12052000_12052000_23877,12052000_12052000_23877,100,
12052000_12052000_23888,12052000_12052000_23888,100,
12052000_12052000_23890,12052000_12052000_23890,100,
12052000_12052000_23892,12052000_12052000_23892,100,
12052000_12052000_23938,12052000_12052000_23938,100,
12052000_12052000_23943,12052000_12052000_23943,100,
12052000_12052000_23946,12052000_12052000_23946,100,
12052000_12052000_23960,12052000_12052000_23960,100,
12052000_12052000_2398,12052000_12052000_2398,100,
12052000_12052000_23988,12052000_12052000_23988,100,
12052000_12052000_23992,12052000_12052000_23992,100,
12052000_12052000_23998,12052000_12052000_23998,100,
12052000_12052000_24,12052000_12052000_24,100,
12052000_12052000_24010,12052000_12052000_24010,100,
12052000_12052000_24017,12052000_12052000_24017,100,
12052000_12052000_24035,12052000_12052000_24035,100,
12052000_12052000_24052,12052000_12052000_24052,100,
12052000_12052000_24059,12052000_12052000_24059,100,
12052000_12052000_2407,12052000_12052000_2407,100,
12052000_12052000_24071,12052000_12052000_24071,100,
12052000_12052000_24106,12052000_12052000_24106,100,
12052000_12052000_24125,12052000_12052000_24125,100,
12052000_12052000_24143,12052000_12052000_24143,100,
12052000_12052000_24149,12052000_12052000_24149,100,
12052000_12052000_24153,12052000_12052000_24153,100,
12052000_12052000_24166,12052000_12052000_24166,100,
12052000_12052000_24185,12052000_12052000_24185,100,
12052000_12052000_24236,12052000_12052000_24236,100,
12052000_12052000_2424,12052000_12052000_2424,100,
12052000_12052000_24249,12052000_12052000_24249,100,
12052000_12052000_24255,12052000_12052000_24255,100,
12052000_12052000_24267,12052000_12052000_24267,100,
12052000_12052000_24295,12052000_12052000_24295,100,
12052000_12052000_243,12052000_12052000_243,100,
12052000_12052000_24312,12052000_12052000_24312,100,
12052000_12052000_2432,12052000_12052000_2432,100,
12052000_12052000_24333,12052000_12052000_24333,100,
12052000_12052000_24342,12052000_12052000_24342,100,
12052000_12052000_24345,12052000_12052000_24345,100,
12052000_12052000_2435,12052000_12052000_2435,100,
12052000_12052000_24355,12052000_12052000_24355,100,
12052000_12052000_24363,12052000_12052000_24363,100,
12052000_12052000_24365,12052000_12052000_24365,100,
12052000_12052000_24374,12052000_12052000_24374,100,
12052000_12052000_24384,12052000_12052000_24384,100,
12052000_12052000_24390,12052000_12052000_24390,100,
12052000_12052000_24415,12052000_12052000_24415,100,
12052000_12052000_24428,12052000_12052000_24428,100,
12052000_12052000_24441,12052000_12052000_24441,100,
12052000_12052000_24445,12052000_12052000_24445,100,
12052000_12052000_24446,12052000_12052000_24446,100,
12052000_12052000_24469,12052000_12052000_24469,100,
12052000_12052000_24479,12052000_12052000_24479,100,
12052000_12052000_24513,12052000_12052000_24513,100,
12052000_12052000_2453,12052000_12052000_2453,100,
12052000_12052000_24546,12052000_12052000_24546,100,
12052000_12052000_2456,12052000_12052000_2456,100,
12052000_12052000_24592,12052000_12052000_24592,100,
12052000_12052000_24597,12052000_12052000_24597,100,
12052000_12052000_24616,12052000_12052000_24616,100,
12052000_12052000_24634,12052000_12052000_24634,100,
12052000_12052000_24638,12052000_12052000_24638,100,
12052000_12052000_24674,12052000_12052000_24674,100,
12052000_12052000_24693,12052000_12052000_24693,100,
12052000_12052000_24696,12052000_12052000_24696,100,
12052000_12052000_2472,12052000_12052000_2472,100,
12052000_12052000_24724,12052000_12052000_24724,100,
12052000_12052000_24739,12052000_12052000_24739,100,
12052000_12052000_24740,12052000_12052000_24740,100,
12052000_12052000_24743,12052000_12052000_24743,100,
12052000_12052000_24753,12052000_12052000_24753,100,
12052000_12052000_24759,12052000_12052000_24759,100,
12052000_12052000_24766,12052000_12052000_24766,100,
12052000_12052000_24769,12052000_12052000_24769,100,
12052000_12052000_24780,12052000_12052000_24780,100,
12052000_12052000_24798,12052000_12052000_24798,100,
12052000_12052000_24802,12052000_12052000_24802,100,
12052000_12052000_24816,12052000_12052000_24816,100,
12052000_12052000_2482,12052000_12052000_2482,100,
12052000_12052000_24851,12052000_12052000_24851,100,
12052000_12052000_24855,12052000_12052000_24855,100,
12052000_12052000_2486,12052000_12052000_2486,100,
12052000_12052000_24878,12052000_12052000_24878,100,
12052000_12052000_24888,12052000_12052000_24888,100,
12052000_12052000_24891,12052000_12052000_24891,100,
12052000_12052000_24907,12052000_12052000_24907,100,
12052000_12052000_24913,12052000_12052000_24913,100,
12052000_12052000_24936,12052000_12052000_24936,100,
12052000_12052000_24953,12052000_12052000_24953,100,
12052000_12052000_24960,12052000_12052000_24960,100,
12052000_12052000_24961,12052000_12052000_24961,100,
12052000_12052000_25008,12052000_12052000_25008,100,
12052000_12052000_25020,12052000_12052000_25020,100,
12052000_12052000_25055,12052000_12052000_25055,100,
12052000_12052000_25065,12052000_12052000_25065,100,
12052000_12052000_25088,12052000_12052000_25088,100,
12052000_12052000_2509,12052000_12052000_2509,100,
12052000_12052000_25103,12052000_12052000_25103,100,
12052000_12052000_25107,12052000_12052000_25107,100,
12052000_12052000_25126,12052000_12052000_25126,100,
12052000_12052000_25130,12052000_12052000_25130,100,
12052000_12052000_25132,12052000_12052000_25132,100,
12052000_12052000_25133,12052000_12052000_25133,100,
12052000_12052000_25136,12052000_12052000_25136,100,
12052000_12052000_25142,12052000_12052000_25142,100,
12052000_12052000_25143,12052000_12052000_25143,100,
12052000_12052000_25175,12052000_12052000_25175,100,
12052000_12052000_25184,12052000_12052000_25184,100,
12052000_12052000_25187,12052000_12052000_25187,100,
12052000_12052000_25189,12052000_12052000_25189,100,
12052000_12052000_25206,12052000_12052000_25206,100,
12052000_12052000_25210,12052000_12052000_25210,100,
12052000_12052000_25232,12052000_12052000_25232,100,
12052000_12052000_25236,12052000_12052000_25236,100,
12052000_12052000_25241,12052000_12052000_25241,100,
12052000_12052000_25262,12052000_12052000_25262,100,
12052000_12052000_25266,12052000_12052000_25266,100,
12052000_12052000_25269,12052000_12052000_25269,100,
12052000_12052000_25270,12052000_12052000_25270,100,
12052000_12052000_25282,12052000_12052000_25282,100,
12052000_12052000_25297,12052000_12052000_25297,100,
12052000_12052000_25301,12052000_12052000_25301,100,
12052000_12052000_25317,12052000_12052000_25317,100,
12052000_12052000_25323,12052000_12052000_25323,100,
12052000_12052000_25326,12052000_12052000_25326,100,
12052000_12052000_25340,12052000_12052000_25340,100,
12052000_12052000_25351,12052000_12052000_25351,100,
12052000_12052000_25393,12052000_12052000_25393,100,
12052000_12052000_25396,12052000_12052000_25396,100,
12052000_12052000_25419,12052000_12052000_25419,100,
12052000_12052000_25422,12052000_12052000_25422,100,
12052000_12052000_25425,12052000_12052000_25425,100,
12052000_12052000_25439,12052000_12052000_25439,100,
12052000_12052000_25446,12052000_12052000_25446,100,
