,pid,hid,freq,ozone,dzone,purp,origin activity,destination activity,mode,seq,tst,tet,duration
395,12052000_12052000_13168,12052000_12052000_13168,,,,,work,home,drt,2,1900-01-01 15:34:08,1900-01-01 15:34:08,0:00:00
396,12052000_12052000_13179,12052000_12052000_13179,,,,work,home,work,drt,1,1900-01-01 08:14:35,1900-01-01 08:14:35,0:00:00
397,12052000_12052000_13179,12052000_12052000_13179,,,,,work,home,drt,2,1900-01-01 16:37:03,1900-01-01 16:37:03,0:00:00
398,12052000_12052000_13215,12052000_12052000_13215,,,,work,home,work,drt,1,1900-01-01 06:41:40,1900-01-01 06:41:40,0:00:00
399,12052000_12052000_13215,12052000_12052000_13215,,,,,work,home,drt,2,1900-01-01 14:44:02,1900-01-01 14:44:02,0:00:00
400,12052000_12052000_13235,12052000_12052000_13235,,,,work,home,work,drt,1,1900-01-01 06:50:08,1900-01-01 06:50:08,0:00:00
401,12052000_12052000_13235,12052000_12052000_13235,,,,,work,home,drt,2,1900-01-01 16:10:01,1900-01-01 16:10:01,0:00:00
402,12052000_12052000_13278,12052000_12052000_13278,,,,work,home,work,drt,1,1900-01-01 07:42:51,1900-01-01 08:19:05,0:36:14
403,12052000_12052000_13278,12052000_12052000_13278,,,,,work,home,drt,2,1900-01-01 16:32:02,1900-01-01 17:08:16,0:36:14
404,12052000_12052000_13280,12052000_12052000_13280,,,,work,home,work,drt,1,1900-01-01 07:12:29,1900-01-01 07:12:29,0:00:00
405,12052000_12052000_13280,12052000_12052000_13280,,,,,work,home,drt,2,1900-01-01 15:35:48,1900-01-01 15:35:48,0:00:00
406,12052000_12052000_13285,12052000_12052000_13285,,,,work,home,work,drt,1,1900-01-01 08:23:18,1900-01-01 08:23:18,0:00:00
407,12052000_12052000_13285,12052000_12052000_13285,,,,,work,home,drt,2,1900-01-01 16:36:52,1900-01-01 16:36:52,0:00:00
408,12052000_12052000_13299,12052000_12052000_13299,,,,work,home,work,drt,1,1900-01-01 07:02:31,1900-01-01 07:02:31,0:00:00
409,12052000_12052000_13299,12052000_12052000_13299,,,,,work,home,drt,2,1900-01-01 15:19:22,1900-01-01 15:19:22,0:00:00
410,12052000_12052000_1330,12052000_12052000_1330,,,,work,home,work,drt,1,1900-01-01 07:35:41,1900-01-01 07:35:41,0:00:00
411,12052000_12052000_1330,12052000_12052000_1330,,,,,work,home,drt,2,1900-01-01 15:17:12,1900-01-01 15:17:12,0:00:00
412,12052000_12052000_13314,12052000_12052000_13314,,,,work,home,work,drt,1,1900-01-01 07:32:04,1900-01-01 08:20:22,0:48:18
413,12052000_12052000_13314,12052000_12052000_13314,,,,,work,home,drt,2,1900-01-01 16:28:30,1900-01-01 17:16:48,0:48:18
414,12052000_12052000_13316,12052000_12052000_13316,,,,work,home,work,drt,1,1900-01-01 06:51:17,1900-01-01 06:51:17,0:00:00
415,12052000_12052000_13316,12052000_12052000_13316,,,,,work,home,drt,2,1900-01-01 14:38:25,1900-01-01 14:38:25,0:00:00
416,12052000_12052000_13374,12052000_12052000_13374,,,,work,home,work,drt,1,1900-01-01 07:47:13,1900-01-01 07:47:13,0:00:00
417,12052000_12052000_13374,12052000_12052000_13374,,,,,work,home,drt,2,1900-01-01 15:26:03,1900-01-01 15:26:03,0:00:00
418,12052000_12052000_13376,12052000_12052000_13376,,,,work,home,work,drt,1,1900-01-01 08:03:12,1900-01-01 08:03:12,0:00:00
419,12052000_12052000_13376,12052000_12052000_13376,,,,work,work,work,drt,2,1900-01-01 08:43:29,1900-01-01 08:43:29,0:00:00
420,12052000_12052000_13376,12052000_12052000_13376,,,,work,work,work,drt,3,1900-01-01 16:04:42,1900-01-01 16:04:42,0:00:00
421,12052000_12052000_13376,12052000_12052000_13376,,,,,work,home,drt,4,1900-01-01 16:29:04,1900-01-01 17:08:24,0:39:20
422,12052000_12052000_13398,12052000_12052000_13398,,,,work,home,work,drt,1,1900-01-01 08:17:19,1900-01-01 08:17:19,0:00:00
423,12052000_12052000_13398,12052000_12052000_13398,,,,,work,home,drt,2,1900-01-01 16:06:59,1900-01-01 16:06:59,0:00:00
424,12052000_12052000_13436,12052000_12052000_13436,,,,work,home,work,drt,1,1900-01-01 06:40:25,1900-01-01 06:40:25,0:00:00
425,12052000_12052000_13436,12052000_12052000_13436,,,,,work,home,drt,2,1900-01-01 15:18:35,1900-01-01 15:18:35,0:00:00
426,12052000_12052000_13444,12052000_12052000_13444,,,,work,home,work,drt,1,1900-01-01 06:01:01,1900-01-01 06:01:01,0:00:00
427,12052000_12052000_13444,12052000_12052000_13444,,,,,work,home,drt,2,1900-01-01 15:41:18,1900-01-01 15:41:18,0:00:00
428,12052000_12052000_13463,12052000_12052000_13463,,,,work,home,work,drt,1,1900-01-01 07:44:25,1900-01-01 07:57:47,0:13:22
429,12052000_12052000_13463,12052000_12052000_13463,,,,work,work,work,drt,2,1900-01-01 08:09:22,1900-01-01 08:09:22,0:00:00
430,12052000_12052000_13463,12052000_12052000_13463,,,,work,work,work,drt,3,1900-01-01 15:15:58,1900-01-01 15:15:58,0:00:00
431,12052000_12052000_13463,12052000_12052000_13463,,,,,work,home,drt,4,1900-01-01 15:41:18,1900-01-01 15:54:40,0:13:22
432,12052000_12052000_13471,12052000_12052000_13471,,,,work,home,work,drt,1,1900-01-01 06:36:43,1900-01-01 06:36:43,0:00:00
433,12052000_12052000_13471,12052000_12052000_13471,,,,,work,home,drt,2,1900-01-01 14:32:04,1900-01-01 14:32:04,0:00:00
434,12052000_12052000_13478,12052000_12052000_13478,,,,work,home,work,drt,1,1900-01-01 06:58:35,1900-01-01 06:58:35,0:00:00
435,12052000_12052000_13478,12052000_12052000_13478,,,,home,work,home,drt,2,1900-01-01 15:10:51,1900-01-01 15:10:51,0:00:00
436,12052000_12052000_13478,12052000_12052000_13478,,,,work,home,work,drt,3,1900-01-01 16:14:30,1900-01-01 16:21:50,0:07:20
437,12052000_12052000_13478,12052000_12052000_13478,,,,,work,home,drt,4,1900-01-01 17:55:52,1900-01-01 18:03:12,0:07:20
438,12052000_12052000_13492,12052000_12052000_13492,,,,work,home,work,drt,1,1900-01-01 07:51:50,1900-01-01 07:51:50,0:00:00
439,12052000_12052000_13492,12052000_12052000_13492,,,,work,work,work,drt,2,1900-01-01 08:09:37,1900-01-01 08:09:37,0:00:00
440,12052000_12052000_13492,12052000_12052000_13492,,,,work,work,work,drt,3,1900-01-01 15:54:05,1900-01-01 15:54:05,0:00:00
441,12052000_12052000_13492,12052000_12052000_13492,,,,,work,home,drt,4,1900-01-01 15:33:25,1900-01-01 15:33:25,0:00:00
442,12052000_12052000_13498,12052000_12052000_13498,,,,work,home,work,drt,1,1900-01-01 07:46:23,1900-01-01 07:46:23,0:00:00
443,12052000_12052000_13498,12052000_12052000_13498,,,,,work,home,drt,2,1900-01-01 15:58:32,1900-01-01 15:58:32,0:00:00
444,12052000_12052000_13523,12052000_12052000_13523,,,,work,home,work,drt,1,1900-01-01 08:26:25,1900-01-01 08:26:25,0:00:00
445,12052000_12052000_13523,12052000_12052000_13523,,,,,work,home,drt,2,1900-01-01 16:46:06,1900-01-01 16:46:06,0:00:00
446,12052000_12052000_13554,12052000_12052000_13554,,,,work,home,work,drt,1,1900-01-01 07:30:36,1900-01-01 08:23:02,0:52:26
447,12052000_12052000_13554,12052000_12052000_13554,,,,work,work,work,drt,2,1900-01-01 08:29:21,1900-01-01 08:29:21,0:00:00
448,12052000_12052000_13554,12052000_12052000_13554,,,,work,work,work,drt,3,1900-01-01 16:28:32,1900-01-01 16:28:32,0:00:00
449,12052000_12052000_13554,12052000_12052000_13554,,,,,work,home,drt,4,1900-01-01 15:44:35,1900-01-01 16:37:01,0:52:26
450,12052000_12052000_1356,12052000_12052000_1356,,,,work,home,work,drt,1,1900-01-01 08:12:44,1900-01-01 08:12:44,0:00:00
451,12052000_12052000_1356,12052000_12052000_1356,,,,,work,home,drt,2,1900-01-01 16:25:54,1900-01-01 16:25:54,0:00:00
452,12052000_12052000_13576,12052000_12052000_13576,,,,work,home,work,drt,1,1900-01-01 07:41:27,1900-01-01 07:41:27,0:00:00
453,12052000_12052000_13576,12052000_12052000_13576,,,,,work,home,drt,2,1900-01-01 16:19:05,1900-01-01 16:19:05,0:00:00
454,12052000_12052000_13582,12052000_12052000_13582,,,,work,home,work,drt,1,1900-01-01 06:44:14,1900-01-01 07:08:26,0:24:12
455,12052000_12052000_13582,12052000_12052000_13582,,,,,work,home,drt,2,1900-01-01 15:24:56,1900-01-01 15:49:08,0:24:12
456,12052000_12052000_1360,12052000_12052000_1360,,,,work,home,work,drt,1,1900-01-01 07:29:32,1900-01-01 07:29:32,0:00:00
457,12052000_12052000_1360,12052000_12052000_1360,,,,,work,home,drt,2,1900-01-01 15:07:08,1900-01-01 15:07:08,0:00:00
458,12052000_12052000_13604,12052000_12052000_13604,,,,work,home,work,drt,1,1900-01-01 06:40:16,1900-01-01 06:40:16,0:00:00
459,12052000_12052000_13604,12052000_12052000_13604,,,,work,work,work,drt,2,1900-01-01 06:30:45,1900-01-01 06:30:45,0:00:00
460,12052000_12052000_13604,12052000_12052000_13604,,,,work,work,work,drt,3,1900-01-01 14:30:06,1900-01-01 14:30:06,0:00:00
461,12052000_12052000_13604,12052000_12052000_13604,,,,,work,home,drt,4,1900-01-01 15:11:31,1900-01-01 15:11:31,0:00:00
462,12052000_12052000_13666,12052000_12052000_13666,,,,work,home,work,drt,1,1900-01-01 07:15:20,1900-01-01 07:15:20,0:00:00
463,12052000_12052000_13666,12052000_12052000_13666,,,,,work,home,drt,2,1900-01-01 15:08:47,1900-01-01 15:30:44,0:21:57
464,12052000_12052000_13681,12052000_12052000_13681,,,,work,home,work,drt,1,1900-01-01 07:27:09,1900-01-01 07:27:09,0:00:00
465,12052000_12052000_13681,12052000_12052000_13681,,,,,work,home,drt,2,1900-01-01 16:50:48,1900-01-01 16:50:48,0:00:00
466,12052000_12052000_13682,12052000_12052000_13682,,,,work,home,work,drt,1,1900-01-01 07:33:26,1900-01-01 07:33:26,0:00:00
467,12052000_12052000_13682,12052000_12052000_13682,,,,,work,home,drt,2,1900-01-01 16:42:31,1900-01-01 16:42:31,0:00:00
468,12052000_12052000_13699,12052000_12052000_13699,,,,work,home,work,drt,1,1900-01-01 07:14:20,1900-01-01 07:14:20,0:00:00
469,12052000_12052000_13699,12052000_12052000_13699,,,,,work,home,drt,2,1900-01-01 16:22:53,1900-01-01 16:22:53,0:00:00
470,12052000_12052000_13754,12052000_12052000_13754,,,,work,home,work,drt,1,1900-01-01 07:56:15,1900-01-01 07:56:15,0:00:00
471,12052000_12052000_13754,12052000_12052000_13754,,,,,work,home,drt,2,1900-01-01 16:36:47,1900-01-01 16:36:47,0:00:00
472,12052000_12052000_13756,12052000_12052000_13756,,,,work,home,work,drt,1,1900-01-01 07:19:21,1900-01-01 07:41:21,0:22:00
473,12052000_12052000_13756,12052000_12052000_13756,,,,,work,home,drt,2,1900-01-01 16:45:48,1900-01-01 16:45:48,0:00:00
474,12052000_12052000_13766,12052000_12052000_13766,,,,work,home,work,drt,1,1900-01-01 07:50:51,1900-01-01 07:50:51,0:00:00
475,12052000_12052000_13766,12052000_12052000_13766,,,,work,work,work,drt,2,1900-01-01 08:41:47,1900-01-01 08:41:47,0:00:00
476,12052000_12052000_13766,12052000_12052000_13766,,,,work,work,work,drt,3,1900-01-01 16:25:07,1900-01-01 16:25:07,0:00:00
477,12052000_12052000_13766,12052000_12052000_13766,,,,,work,home,drt,4,1900-01-01 17:14:27,1900-01-01 18:04:37,0:50:10
478,12052000_12052000_13786,12052000_12052000_13786,,,,work,home,work,drt,1,1900-01-01 07:31:18,1900-01-01 07:31:18,0:00:00
479,12052000_12052000_13786,12052000_12052000_13786,,,,,work,home,drt,2,1900-01-01 15:47:50,1900-01-01 15:47:50,0:00:00
480,12052000_12052000_138,12052000_12052000_138,,,,work,home,work,drt,1,1900-01-01 07:39:01,1900-01-01 07:39:01,0:00:00
481,12052000_12052000_138,12052000_12052000_138,,,,,work,home,drt,2,1900-01-01 15:30:51,1900-01-01 15:30:51,0:00:00
482,12052000_12052000_13805,12052000_12052000_13805,,,,work,home,work,drt,1,1900-01-01 07:48:43,1900-01-01 08:02:31,0:13:48
483,12052000_12052000_13805,12052000_12052000_13805,,,,work,work,work,drt,2,1900-01-01 08:12:31,1900-01-01 08:12:31,0:00:00
484,12052000_12052000_13805,12052000_12052000_13805,,,,work,work,work,drt,3,1900-01-01 16:33:17,1900-01-01 16:33:17,0:00:00
485,12052000_12052000_13805,12052000_12052000_13805,,,,,work,home,drt,4,1900-01-01 16:42:10,1900-01-01 16:55:58,0:13:48
486,12052000_12052000_13809,12052000_12052000_13809,,,,work,home,work,drt,1,1900-01-01 07:30:24,1900-01-01 07:38:42,0:08:18
487,12052000_12052000_13809,12052000_12052000_13809,,,,work,work,work,drt,2,1900-01-01 07:39:13,1900-01-01 07:39:13,0:00:00
488,12052000_12052000_13809,12052000_12052000_13809,,,,work,work,work,drt,3,1900-01-01 16:24:45,1900-01-01 16:24:45,0:00:00
489,12052000_12052000_13809,12052000_12052000_13809,,,,,work,home,drt,4,1900-01-01 16:49:05,1900-01-01 16:57:23,0:08:18
490,12052000_12052000_13859,12052000_12052000_13859,,,,work,home,work,drt,1,1900-01-01 06:42:12,1900-01-01 06:42:12,0:00:00
491,12052000_12052000_13859,12052000_12052000_13859,,,,work,work,work,drt,2,1900-01-01 07:03:01,1900-01-01 07:07:10,0:04:09
492,12052000_12052000_13859,12052000_12052000_13859,,,,work,work,work,drt,3,1900-01-01 14:45:34,1900-01-01 14:49:43,0:04:09
493,12052000_12052000_13859,12052000_12052000_13859,,,,,work,home,drt,4,1900-01-01 14:49:05,1900-01-01 14:49:05,0:00:00
494,12052000_12052000_13894,12052000_12052000_13894,,,,work,home,work,drt,1,1900-01-01 07:58:38,1900-01-01 07:58:38,0:00:00
495,12052000_12052000_13894,12052000_12052000_13894,,,,,work,home,drt,2,1900-01-01 16:55:00,1900-01-01 16:55:00,0:00:00
496,12052000_12052000_13913,12052000_12052000_13913,,,,work,home,work,drt,1,1900-01-01 07:24:58,1900-01-01 07:24:58,0:00:00
497,12052000_12052000_13913,12052000_12052000_13913,,,,,work,home,drt,2,1900-01-01 15:33:04,1900-01-01 15:58:43,0:25:39
498,12052000_12052000_13916,12052000_12052000_13916,,,,work,home,work,drt,1,1900-01-01 06:43:39,1900-01-01 06:43:39,0:00:00
499,12052000_12052000_13916,12052000_12052000_13916,,,,work,work,work,drt,2,1900-01-01 07:08:51,1900-01-01 07:08:51,0:00:00
500,12052000_12052000_13916,12052000_12052000_13916,,,,work,work,work,drt,3,1900-01-01 14:13:55,1900-01-01 14:13:55,0:00:00
501,12052000_12052000_13916,12052000_12052000_13916,,,,,work,home,drt,4,1900-01-01 14:42:14,1900-01-01 14:42:14,0:00:00
502,12052000_12052000_13926,12052000_12052000_13926,,,,work,home,work,drt,1,1900-01-01 07:43:18,1900-01-01 07:43:18,0:00:00
503,12052000_12052000_13926,12052000_12052000_13926,,,,work,work,work,drt,2,1900-01-01 08:11:11,1900-01-01 08:11:11,0:00:00
504,12052000_12052000_13926,12052000_12052000_13926,,,,work,work,work,drt,3,1900-01-01 15:45:55,1900-01-01 15:45:55,0:00:00
505,12052000_12052000_13926,12052000_12052000_13926,,,,,work,home,drt,4,1900-01-01 16:15:37,1900-01-01 17:13:05,0:57:28
506,12052000_12052000_13932,12052000_12052000_13932,,,,work,home,work,drt,1,1900-01-01 06:43:37,1900-01-01 06:49:17,0:05:40
507,12052000_12052000_13932,12052000_12052000_13932,,,,,work,home,drt,2,1900-01-01 14:50:43,1900-01-01 14:56:23,0:05:40
508,12052000_12052000_13942,12052000_12052000_13942,,,,work,home,work,drt,1,1900-01-01 06:54:15,1900-01-01 06:54:15,0:00:00
509,12052000_12052000_13942,12052000_12052000_13942,,,,,work,home,drt,2,1900-01-01 15:54:36,1900-01-01 15:54:36,0:00:00
510,12052000_12052000_13959,12052000_12052000_13959,,,,work,home,work,drt,1,1900-01-01 06:32:58,1900-01-01 06:59:05,0:26:07
511,12052000_12052000_13959,12052000_12052000_13959,,,,,work,home,drt,2,1900-01-01 14:49:42,1900-01-01 14:49:42,0:00:00
512,12052000_12052000_13977,12052000_12052000_13977,,,,work,home,work,drt,1,1900-01-01 06:12:25,1900-01-01 06:12:25,0:00:00
513,12052000_12052000_13977,12052000_12052000_13977,,,,,work,home,drt,2,1900-01-01 14:10:58,1900-01-01 14:10:58,0:00:00
514,12052000_12052000_1401,12052000_12052000_1401,,,,work,home,work,drt,1,1900-01-01 06:26:11,1900-01-01 06:44:47,0:18:36
515,12052000_12052000_1401,12052000_12052000_1401,,,,work,work,work,drt,2,1900-01-01 06:46:37,1900-01-01 06:46:37,0:00:00
516,12052000_12052000_1401,12052000_12052000_1401,,,,work,work,work,drt,3,1900-01-01 14:57:59,1900-01-01 14:57:59,0:00:00
517,12052000_12052000_1401,12052000_12052000_1401,,,,,work,home,drt,4,1900-01-01 15:32:43,1900-01-01 15:32:43,0:00:00
518,12052000_12052000_14038,12052000_12052000_14038,,,,work,home,work,drt,1,1900-01-01 07:55:34,1900-01-01 07:55:34,0:00:00
519,12052000_12052000_14038,12052000_12052000_14038,,,,,work,home,drt,2,1900-01-01 16:38:19,1900-01-01 16:38:19,0:00:00
520,12052000_12052000_14054,12052000_12052000_14054,,,,work,home,work,drt,1,1900-01-01 08:00:54,1900-01-01 08:00:54,0:00:00
521,12052000_12052000_14054,12052000_12052000_14054,,,,,work,home,drt,2,1900-01-01 16:19:25,1900-01-01 16:19:25,0:00:00
522,12052000_12052000_14080,12052000_12052000_14080,,,,work,home,work,drt,1,1900-01-01 06:31:16,1900-01-01 07:11:53,0:40:37
523,12052000_12052000_14080,12052000_12052000_14080,,,,work,work,work,drt,2,1900-01-01 06:58:22,1900-01-01 06:58:22,0:00:00
524,12052000_12052000_14080,12052000_12052000_14080,,,,work,work,work,drt,3,1900-01-01 14:03:19,1900-01-01 14:03:19,0:00:00
525,12052000_12052000_14080,12052000_12052000_14080,,,,,work,home,drt,4,1900-01-01 14:29:20,1900-01-01 15:09:57,0:40:37
526,12052000_12052000_14089,12052000_12052000_14089,,,,work,home,work,drt,1,1900-01-01 07:27:22,1900-01-01 07:27:22,0:00:00
527,12052000_12052000_14089,12052000_12052000_14089,,,,,work,home,drt,2,1900-01-01 16:08:28,1900-01-01 16:08:28,0:00:00
528,12052000_12052000_14092,12052000_12052000_14092,,,,work,home,work,drt,1,1900-01-01 08:02:45,1900-01-01 08:02:45,0:00:00
529,12052000_12052000_14092,12052000_12052000_14092,,,,,work,home,drt,2,1900-01-01 16:32:30,1900-01-01 16:32:30,0:00:00
530,12052000_12052000_14098,12052000_12052000_14098,,,,work,home,work,drt,1,1900-01-01 07:51:26,1900-01-01 07:51:26,0:00:00
531,12052000_12052000_14098,12052000_12052000_14098,,,,,work,home,drt,2,1900-01-01 17:03:05,1900-01-01 17:03:05,0:00:00
532,12052000_12052000_14100,12052000_12052000_14100,,,,work,home,work,drt,1,1900-01-01 06:12:54,1900-01-01 06:12:54,0:00:00
533,12052000_12052000_14100,12052000_12052000_14100,,,,,work,home,drt,2,1900-01-01 15:06:45,1900-01-01 15:06:45,0:00:00
534,12052000_12052000_1411,12052000_12052000_1411,,,,work,home,work,drt,1,1900-01-01 08:11:08,1900-01-01 08:11:08,0:00:00
535,12052000_12052000_1411,12052000_12052000_1411,,,,work,work,work,drt,2,1900-01-01 08:59:19,1900-01-01 08:59:19,0:00:00
536,12052000_12052000_1411,12052000_12052000_1411,,,,work,work,work,drt,3,1900-01-01 16:43:23,1900-01-01 16:43:23,0:00:00
537,12052000_12052000_1411,12052000_12052000_1411,,,,,work,home,drt,4,1900-01-01 17:03:58,1900-01-01 17:03:58,0:00:00
538,12052000_12052000_14117,12052000_12052000_14117,,,,work,home,work,drt,1,1900-01-01 07:10:05,1900-01-01 07:10:05,0:00:00
539,12052000_12052000_14117,12052000_12052000_14117,,,,,work,home,drt,2,1900-01-01 15:43:46,1900-01-01 15:58:32,0:14:46
540,12052000_12052000_14122,12052000_12052000_14122,,,,work,home,work,drt,1,1900-01-01 07:26:50,1900-01-01 07:26:50,0:00:00
541,12052000_12052000_14122,12052000_12052000_14122,,,,,work,home,drt,2,1900-01-01 15:25:33,1900-01-01 15:25:33,0:00:00
542,12052000_12052000_14135,12052000_12052000_14135,,,,work,home,work,drt,1,1900-01-01 07:52:23,1900-01-01 08:44:59,0:52:36
543,12052000_12052000_14135,12052000_12052000_14135,,,,,work,home,drt,2,1900-01-01 17:37:06,1900-01-01 18:29:42,0:52:36
544,12052000_12052000_14150,12052000_12052000_14150,,,,work,home,work,drt,1,1900-01-01 07:45:23,1900-01-01 07:45:23,0:00:00
545,12052000_12052000_14150,12052000_12052000_14150,,,,work,work,work,drt,2,1900-01-01 08:11:30,1900-01-01 08:11:30,0:00:00
546,12052000_12052000_14150,12052000_12052000_14150,,,,work,work,work,drt,3,1900-01-01 15:37:39,1900-01-01 15:37:39,0:00:00
547,12052000_12052000_14150,12052000_12052000_14150,,,,,work,home,drt,4,1900-01-01 16:01:54,1900-01-01 16:01:54,0:00:00
548,12052000_12052000_1417,12052000_12052000_1417,,,,work,home,work,drt,1,1900-01-01 08:20:45,1900-01-01 08:20:45,0:00:00
549,12052000_12052000_1417,12052000_12052000_1417,,,,,work,home,drt,2,1900-01-01 16:38:26,1900-01-01 16:38:26,0:00:00
550,12052000_12052000_14191,12052000_12052000_14191,,,,work,home,work,drt,1,1900-01-01 08:14:12,1900-01-01 08:14:12,0:00:00
551,12052000_12052000_14191,12052000_12052000_14191,,,,,work,home,drt,2,1900-01-01 15:48:18,1900-01-01 15:48:18,0:00:00
552,12052000_12052000_14207,12052000_12052000_14207,,,,work,home,work,drt,1,1900-01-01 07:55:21,1900-01-01 07:55:21,0:00:00
553,12052000_12052000_14207,12052000_12052000_14207,,,,,work,home,drt,2,1900-01-01 15:52:11,1900-01-01 15:52:11,0:00:00
554,12052000_12052000_14223,12052000_12052000_14223,,,,work,home,work,drt,1,1900-01-01 06:17:55,1900-01-01 06:17:55,0:00:00
555,12052000_12052000_14223,12052000_12052000_14223,,,,,work,home,drt,2,1900-01-01 14:08:32,1900-01-01 14:08:32,0:00:00
556,12052000_12052000_14225,12052000_12052000_14225,,,,work,home,work,drt,1,1900-01-01 07:32:43,1900-01-01 07:32:43,0:00:00
557,12052000_12052000_14225,12052000_12052000_14225,,,,,work,home,drt,2,1900-01-01 16:05:03,1900-01-01 16:38:15,0:33:12
558,12052000_12052000_14227,12052000_12052000_14227,,,,work,home,work,drt,1,1900-01-01 07:18:05,1900-01-01 07:18:05,0:00:00
559,12052000_12052000_14227,12052000_12052000_14227,,,,work,work,work,drt,2,1900-01-01 08:18:51,1900-01-01 08:18:51,0:00:00
560,12052000_12052000_14227,12052000_12052000_14227,,,,work,work,work,drt,3,1900-01-01 16:49:43,1900-01-01 16:49:43,0:00:00
561,12052000_12052000_14227,12052000_12052000_14227,,,,,work,home,drt,4,1900-01-01 16:57:10,1900-01-01 16:57:10,0:00:00
562,12052000_12052000_14242,12052000_12052000_14242,,,,work,home,work,drt,1,1900-01-01 06:50:14,1900-01-01 06:50:14,0:00:00
563,12052000_12052000_14242,12052000_12052000_14242,,,,,work,home,drt,2,1900-01-01 15:38:37,1900-01-01 15:38:37,0:00:00
564,12052000_12052000_1425,12052000_12052000_1425,,,,work,home,work,drt,1,1900-01-01 08:01:53,1900-01-01 08:01:53,0:00:00
565,12052000_12052000_1425,12052000_12052000_1425,,,,,work,home,drt,2,1900-01-01 16:21:03,1900-01-01 16:21:03,0:00:00
566,12052000_12052000_14255,12052000_12052000_14255,,,,work,home,work,drt,1,1900-01-01 06:03:36,1900-01-01 07:03:01,0:59:25
567,12052000_12052000_14255,12052000_12052000_14255,,,,,work,home,drt,2,1900-01-01 14:28:19,1900-01-01 15:27:44,0:59:25
568,12052000_12052000_14256,12052000_12052000_14256,,,,work,home,work,drt,1,1900-01-01 07:18:50,1900-01-01 07:18:50,0:00:00
569,12052000_12052000_14256,12052000_12052000_14256,,,,,work,home,drt,2,1900-01-01 15:40:09,1900-01-01 15:40:09,0:00:00
570,12052000_12052000_14261,12052000_12052000_14261,,,,work,home,work,drt,1,1900-01-01 06:46:08,1900-01-01 06:46:08,0:00:00
571,12052000_12052000_14261,12052000_12052000_14261,,,,,work,home,drt,2,1900-01-01 15:31:24,1900-01-01 15:31:24,0:00:00
572,12052000_12052000_14277,12052000_12052000_14277,,,,work,home,work,drt,1,1900-01-01 06:59:02,1900-01-01 06:59:02,0:00:00
573,12052000_12052000_14277,12052000_12052000_14277,,,,,work,home,drt,2,1900-01-01 15:19:53,1900-01-01 15:19:53,0:00:00
574,12052000_12052000_14297,12052000_12052000_14297,,,,work,home,work,drt,1,1900-01-01 07:51:23,1900-01-01 07:51:23,0:00:00
575,12052000_12052000_14297,12052000_12052000_14297,,,,,work,home,drt,2,1900-01-01 17:02:29,1900-01-01 17:02:29,0:00:00
576,12052000_12052000_14317,12052000_12052000_14317,,,,work,home,work,drt,1,1900-01-01 06:35:20,1900-01-01 06:35:20,0:00:00
577,12052000_12052000_14317,12052000_12052000_14317,,,,,work,home,drt,2,1900-01-01 14:54:14,1900-01-01 14:54:14,0:00:00
578,12052000_12052000_1435,12052000_12052000_1435,,,,work,home,work,drt,1,1900-01-01 06:21:30,1900-01-01 06:21:30,0:00:00
579,12052000_12052000_1435,12052000_12052000_1435,,,,,work,home,drt,2,1900-01-01 15:16:06,1900-01-01 15:16:06,0:00:00
580,12052000_12052000_14386,12052000_12052000_14386,,,,work,home,work,drt,1,1900-01-01 06:58:40,1900-01-01 06:58:40,0:00:00
581,12052000_12052000_14386,12052000_12052000_14386,,,,,work,home,drt,2,1900-01-01 15:18:28,1900-01-01 15:18:28,0:00:00
582,12052000_12052000_14403,12052000_12052000_14403,,,,work,home,work,drt,1,1900-01-01 08:08:19,1900-01-01 08:08:19,0:00:00
583,12052000_12052000_14403,12052000_12052000_14403,,,,work,work,work,drt,2,1900-01-01 08:39:30,1900-01-01 08:39:30,0:00:00
584,12052000_12052000_14403,12052000_12052000_14403,,,,work,work,work,drt,3,1900-01-01 15:48:34,1900-01-01 15:48:34,0:00:00
585,12052000_12052000_14403,12052000_12052000_14403,,,,,work,home,drt,4,1900-01-01 16:50:39,1900-01-01 16:50:39,0:00:00
586,12052000_12052000_14471,12052000_12052000_14471,,,,work,home,work,drt,1,1900-01-01 06:45:23,1900-01-01 06:45:23,0:00:00
587,12052000_12052000_14471,12052000_12052000_14471,,,,,work,home,drt,2,1900-01-01 15:53:16,1900-01-01 15:53:16,0:00:00
588,12052000_12052000_14487,12052000_12052000_14487,,,,work,home,work,drt,1,1900-01-01 06:05:53,1900-01-01 06:05:53,0:00:00
589,12052000_12052000_14487,12052000_12052000_14487,,,,,work,home,drt,2,1900-01-01 14:22:47,1900-01-01 14:22:47,0:00:00
590,12052000_12052000_14511,12052000_12052000_14511,,,,work,home,work,drt,1,1900-01-01 07:28:57,1900-01-01 07:28:57,0:00:00
591,12052000_12052000_14511,12052000_12052000_14511,,,,,work,home,drt,2,1900-01-01 16:13:02,1900-01-01 16:13:02,0:00:00
592,12052000_12052000_14555,12052000_12052000_14555,,,,work,home,work,drt,1,1900-01-01 07:34:52,1900-01-01 07:34:52,0:00:00
593,12052000_12052000_14555,12052000_12052000_14555,,,,work,work,work,drt,2,1900-01-01 07:39:23,1900-01-01 07:39:23,0:00:00
594,12052000_12052000_14555,12052000_12052000_14555,,,,work,work,work,drt,3,1900-01-01 16:22:03,1900-01-01 16:22:03,0:00:00
